2025-07-06 12:02:23.901721, SPX/USDT (06.07 11:00 | 2h) - RSI: 40.38 ⚪
2025-07-06 12:02:23.901728, MKR/USDT (06.07 11:00 | 2h) - RSI: 37.50 ⚪
2025-07-06 12:02:23.901735, AAVE/USDT (06.07 11:00 | 2h) - RSI: 31.34 ⚪
2025-07-06 12:02:23.901742, BNT/USDT (06.07 11:00 | 2h) - RSI: 51.67 ⚪
2025-07-06 12:02:23.901749, JST/USDT (06.07 11:00 | 2h) - RSI: 56.16 ⚪
2025-07-06 12:02:23.901756, CAKE/USDT (06.07 11:00 | 2h) - RSI: 42.86 ⚪
2025-07-06 12:02:23.901763, KAVA/USDT (06.07 11:00 | 2h) - RSI: 64.03 ⚪
2025-07-06 12:02:23.901770, CHEEMS/USDT (06.07 11:00 | 2h) - RSI: 45.04 ⚪
2025-07-06 12:02:23.901776, NEIROETH/USDT (06.07 11:00 | 2h) - RSI: 46.04 ⚪
2025-07-06 12:02:23.901783, SUN/USDT (06.07 11:00 | 2h) - RSI: 51.78 ⚪
2025-07-06 12:02:23.901790, PENDLE/USDT (06.07 11:00 | 2h) - RSI: 40.65 ⚪
2025-07-06 12:02:23.901796, AVA/USDT (06.07 11:00 | 2h) - RSI: 45.24 ⚪
2025-07-06 12:02:23.901803, SEI/USDT (06.07 11:00 | 2h) - RSI: 48.02 ⚪
2025-07-06 12:02:23.901809, JELLYJELLY/USDT (06.07 11:00 | 2h) - RSI: 49.38 ⚪
2025-07-06 12:05:01.044336, QNT/USDT (05.07 03:00 | 34h) - RSI: 49.59 ⚪
2025-07-06 12:05:01.044375, HYPE/USDT (04.07 18:00 | 43h) - RSI: 40.00 ⚪
2025-07-06 12:05:01.044382, BID/USDT (05.07 01:00 | 36h) - RSI: 68.78 ⚪
2025-07-06 12:05:01.044387, SPX/USDT (05.07 23:00 | 14h) - RSI: 39.29 ⚪
2025-07-06 12:05:01.044391, MKR/USDT (04.07 13:00 | 48h) - RSI: 36.95 ⚪
2025-07-06 12:05:01.044396, AAVE/USDT (04.07 20:00 | 41h) - RSI: 31.22 ⚪
2025-07-06 12:05:01.044400, BNT/USDT (05.07 04:00 | 33h) - RSI: 53.97 ⚪
2025-07-06 12:05:01.044404, JST/USDT (05.07 11:00 | 26h) - RSI: 56.16 ⚪
2025-07-06 12:05:01.044408, CAKE/USDT (04.07 11:00 | 50h) - RSI: 42.86 ⚪
2025-07-06 12:05:01.044411, KAVA/USDT (04.07 19:00 | 42h) - RSI: 62.96 ⚪
2025-07-06 12:05:01.044416, CHEEMS/USDT (04.07 19:00 | 42h) - RSI: 45.04 ⚪
2025-07-06 12:05:01.044420, NEIROETH/USDT (06.07 08:00 | 5h) - RSI: 46.04 ⚪
2025-07-06 12:05:01.044424, SUN/USDT (05.07 02:00 | 35h) - RSI: 51.34 ⚪
2025-07-06 12:05:01.044427, PENDLE/USDT (04.07 13:00 | 48h) - RSI: 40.38 ⚪
2025-07-06 12:05:01.044431, AVA/USDT (04.07 22:00 | 39h) - RSI: 46.48 ⚪
2025-07-06 12:05:01.044435, SEI/USDT (01.07 06:00 | 127h) - RSI: 47.75 ⚪
2025-07-06 12:05:01.044439, JELLYJELLY/USDT (27.06 09:00 | 220h) - RSI: 48.57 ⚪
2025-07-06 12:06:40.732944, JELLYJELLY/USDT (27.06 09:00 | 220h) - RSI: 47.79 ⚪
2025-07-06 12:06:40.732984, SEI/USDT (01.07 06:00 | 127h) - RSI: 48.02 ⚪
2025-07-06 12:06:40.732991, CAKE/USDT (04.07 11:00 | 50h) - RSI: 42.25 ⚪
2025-07-06 12:06:40.732997, MKR/USDT (04.07 13:00 | 48h) - RSI: 36.91 ⚪
2025-07-06 12:06:40.733006, PENDLE/USDT (04.07 13:00 | 48h) - RSI: 39.62 ⚪
2025-07-06 12:06:40.733028, HYPE/USDT (04.07 18:00 | 43h) - RSI: 40.37 ⚪
2025-07-06 12:06:40.733034, KAVA/USDT (04.07 19:00 | 42h) - RSI: 62.41 ⚪
2025-07-06 12:06:40.733038, CHEEMS/USDT (04.07 19:00 | 42h) - RSI: 44.80 ⚪
2025-07-06 12:06:40.733042, AAVE/USDT (04.07 20:00 | 41h) - RSI: 31.50 ⚪
2025-07-06 12:06:40.733046, AVA/USDT (04.07 22:00 | 39h) - RSI: 45.97 ⚪
2025-07-06 12:06:40.733050, BID/USDT (05.07 01:00 | 36h) - RSI: 70.06 🔴
2025-07-06 12:06:40.733054, SUN/USDT (05.07 02:00 | 35h) - RSI: 51.78 ⚪
2025-07-06 12:06:40.733059, QNT/USDT (05.07 03:00 | 34h) - RSI: 49.39 ⚪
2025-07-06 12:06:40.733063, BNT/USDT (05.07 04:00 | 33h) - RSI: 53.78 ⚪
2025-07-06 12:06:40.733066, JST/USDT (05.07 11:00 | 26h) - RSI: 57.89 ⚪
2025-07-06 12:06:40.733070, SPX/USDT (05.07 23:00 | 14h) - RSI: 37.84 ⚪
2025-07-06 12:06:40.733074, NEIROETH/USDT (06.07 08:00 | 5h) - RSI: 46.04 ⚪
2025-07-06 12:26:11.400792, JELLYJELLY/USDT (27.06 09:00 | 220h) - RSI: 45.77 ⚪
2025-07-06 12:26:11.400845, SEI/USDT (01.07 06:00 | 127h) - RSI: 49.72 ⚪
2025-07-06 12:26:11.400855, CAKE/USDT (04.07 11:00 | 50h) - RSI: 42.86 ⚪
2025-07-06 12:26:11.400863, MKR/USDT (04.07 13:00 | 48h) - RSI: 36.60 ⚪
2025-07-06 12:26:11.400870, PENDLE/USDT (04.07 13:00 | 48h) - RSI: 39.37 ⚪
2025-07-06 12:26:11.400877, HYPE/USDT (04.07 18:00 | 43h) - RSI: 37.61 ⚪
2025-07-06 12:26:11.400884, KAVA/USDT (04.07 19:00 | 42h) - RSI: 62.69 ⚪
2025-07-06 12:26:11.400892, CHEEMS/USDT (04.07 19:00 | 42h) - RSI: 48.39 ⚪
2025-07-06 12:26:11.400899, AAVE/USDT (04.07 20:00 | 41h) - RSI: 29.80 🟢
2025-07-06 12:26:11.400906, AVA/USDT (04.07 22:00 | 39h) - RSI: 42.04 ⚪
2025-07-06 12:26:11.400913, BID/USDT (05.07 01:00 | 36h) - RSI: 68.78 ⚪
2025-07-06 12:26:11.400919, SUN/USDT (05.07 02:00 | 35h) - RSI: 52.75 ⚪
2025-07-06 12:26:11.400926, QNT/USDT (05.07 03:00 | 34h) - RSI: 48.61 ⚪
2025-07-06 12:26:11.400933, BNT/USDT (05.07 04:00 | 33h) - RSI: 50.21 ⚪
2025-07-06 12:26:11.400940, JST/USDT (05.07 11:00 | 26h) - RSI: 62.35 ⚪
2025-07-06 12:26:11.400946, SPX/USDT (05.07 23:00 | 14h) - RSI: 37.84 ⚪
2025-07-06 12:26:11.400952, NEIROETH/USDT (06.07 08:00 | 5h) - RSI: 46.04 ⚪
2025-07-06 12:41:15.113209, JELLYJELLY/USDT (27.06 09:00 | 220h) - RSI: 47.18 ⚪
2025-07-06 12:41:15.113266, SEI/USDT (01.07 06:00 | 127h) - RSI: 52.85 ⚪
2025-07-06 12:41:15.113279, CAKE/USDT (04.07 11:00 | 50h) - RSI: 48.00 ⚪
2025-07-06 12:41:15.113288, MKR/USDT (04.07 13:00 | 48h) - RSI: 39.56 ⚪
2025-07-06 12:41:15.113293, PENDLE/USDT (04.07 13:00 | 48h) - RSI: 44.10 ⚪
2025-07-06 12:41:15.113298, HYPE/USDT (04.07 18:00 | 43h) - RSI: 39.64 ⚪
2025-07-06 12:41:15.113302, KAVA/USDT (04.07 19:00 | 42h) - RSI: 61.48 ⚪
2025-07-06 12:41:15.113306, CHEEMS/USDT (04.07 19:00 | 42h) - RSI: 47.72 ⚪
2025-07-06 12:41:15.113310, AAVE/USDT (04.07 20:00 | 41h) - RSI: 34.23 ⚪
2025-07-06 12:41:15.113314, AVA/USDT (04.07 22:00 | 39h) - RSI: 46.98 ⚪
2025-07-06 12:41:15.113318, BID/USDT (05.07 01:00 | 36h) - RSI: 69.80 ⚪
2025-07-06 12:41:15.113322, SUN/USDT (05.07 02:00 | 35h) - RSI: 54.47 ⚪
2025-07-06 12:41:15.113326, QNT/USDT (05.07 03:00 | 34h) - RSI: 50.41 ⚪
2025-07-06 12:41:15.113330, BNT/USDT (05.07 04:00 | 33h) - RSI: 54.51 ⚪
2025-07-06 12:41:15.113333, JST/USDT (05.07 11:00 | 26h) - RSI: 60.98 ⚪
2025-07-06 12:41:15.113337, SPX/USDT (05.07 23:00 | 14h) - RSI: 48.12 ⚪
2025-07-06 12:41:15.113341, NEIROETH/USDT (06.07 08:00 | 5h) - RSI: 54.50 ⚪
2025-07-06 12:44:54.932534, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.44 ⚪
2025-07-06 12:44:54.932584, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:44:54.932594, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 44.44 ⚪
2025-07-06 12:44:54.932601, CAKE/USDT (05.07 17:00 | 20h) - RSI: 48.00 ⚪
2025-07-06 12:44:54.932608, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 36.54 ⚪
2025-07-06 12:44:54.932615, SPX/USDT (05.07 18:00 | 19h) - RSI: 47.04 ⚪
2025-07-06 12:44:54.932622, QNT/USDT (05.07 20:00 | 17h) - RSI: 51.90 ⚪
2025-07-06 12:44:54.932628, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.60 ⚪
2025-07-06 12:44:54.932635, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 46.76 ⚪
2025-07-06 12:44:54.932641, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 48.39 ⚪
2025-07-06 12:44:54.932648, HYPE/USDT (06.07 05:00 | 8h) - RSI: 42.06 ⚪
2025-07-06 12:44:54.932655, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 37.46 ⚪
2025-07-06 12:44:54.932661, AAVE/USDT (06.07 09:00 | 4h) - RSI: 34.38 ⚪
2025-07-06 12:44:54.932667, JST/USDT (06.07 09:00 | 4h) - RSI: 60.49 ⚪
2025-07-06 12:44:54.932674, SEI/USDT (06.07 11:00 | 2h) - RSI: 53.09 ⚪
2025-07-06 12:45:58.791254, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.56 ⚪
2025-07-06 12:45:58.791294, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:45:58.791307, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 44.79 ⚪
2025-07-06 12:45:58.791316, CAKE/USDT (05.07 17:00 | 20h) - RSI: 49.35 ⚪
2025-07-06 12:45:58.791333, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 36.49 ⚪
2025-07-06 12:45:58.791338, SPX/USDT (05.07 18:00 | 19h) - RSI: 45.39 ⚪
2025-07-06 12:45:58.791342, QNT/USDT (05.07 20:00 | 17h) - RSI: 52.30 ⚪
2025-07-06 12:45:58.791346, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.60 ⚪
2025-07-06 12:45:58.791350, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 46.76 ⚪
2025-07-06 12:45:58.791354, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 47.89 ⚪
2025-07-06 12:45:58.791358, HYPE/USDT (06.07 05:00 | 8h) - RSI: 42.59 ⚪
2025-07-06 12:45:58.791362, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 37.71 ⚪
2025-07-06 12:45:58.791366, AAVE/USDT (06.07 09:00 | 4h) - RSI: 35.02 ⚪
2025-07-06 12:45:58.791370, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:45:58.791374, SEI/USDT (06.07 11:00 | 2h) - RSI: 54.27 ⚪
2025-07-06 12:46:58.573663, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.56 ⚪
2025-07-06 12:46:58.573713, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:46:58.573723, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.12 ⚪
2025-07-06 12:46:58.573732, CAKE/USDT (05.07 17:00 | 20h) - RSI: 49.35 ⚪
2025-07-06 12:46:58.573740, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 36.91 ⚪
2025-07-06 12:46:58.573750, SPX/USDT (05.07 18:00 | 19h) - RSI: 46.35 ⚪
2025-07-06 12:46:58.573760, QNT/USDT (05.07 20:00 | 17h) - RSI: 52.70 ⚪
2025-07-06 12:46:58.573768, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.21 ⚪
2025-07-06 12:46:58.573777, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 46.99 ⚪
2025-07-06 12:46:58.573785, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 47.62 ⚪
2025-07-06 12:46:58.573794, HYPE/USDT (06.07 05:00 | 8h) - RSI: 43.12 ⚪
2025-07-06 12:46:58.573803, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 38.26 ⚪
2025-07-06 12:46:58.573812, AAVE/USDT (06.07 09:00 | 4h) - RSI: 35.46 ⚪
2025-07-06 12:46:58.573817, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:46:58.573821, SEI/USDT (06.07 11:00 | 2h) - RSI: 54.95 ⚪
2025-07-06 12:47:58.681358, MKR/USDT (05.07 14:00 | 23h) - RSI: 41.05 ⚪
2025-07-06 12:47:58.681407, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:47:58.681418, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.78 ⚪
2025-07-06 12:47:58.681426, CAKE/USDT (05.07 17:00 | 20h) - RSI: 49.35 ⚪
2025-07-06 12:47:58.681433, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 39.81 ⚪
2025-07-06 12:47:58.681441, SPX/USDT (05.07 18:00 | 19h) - RSI: 48.00 ⚪
2025-07-06 12:47:58.681448, QNT/USDT (05.07 20:00 | 17h) - RSI: 52.50 ⚪
2025-07-06 12:47:58.681455, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.34 ⚪
2025-07-06 12:47:58.681463, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 46.90 ⚪
2025-07-06 12:47:58.681471, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 48.16 ⚪
2025-07-06 12:47:58.681478, HYPE/USDT (06.07 05:00 | 8h) - RSI: 43.12 ⚪
2025-07-06 12:47:58.681486, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 38.59 ⚪
2025-07-06 12:47:58.681494, AAVE/USDT (06.07 09:00 | 4h) - RSI: 37.71 ⚪
2025-07-06 12:47:58.681501, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:47:58.681509, SEI/USDT (06.07 11:00 | 2h) - RSI: 55.39 ⚪
2025-07-06 12:48:58.748260, MKR/USDT (05.07 14:00 | 23h) - RSI: 41.35 ⚪
2025-07-06 12:48:58.748311, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:48:58.748322, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.45 ⚪
2025-07-06 12:48:58.748328, CAKE/USDT (05.07 17:00 | 20h) - RSI: 49.35 ⚪
2025-07-06 12:48:58.748337, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 40.61 ⚪
2025-07-06 12:48:58.748345, SPX/USDT (05.07 18:00 | 19h) - RSI: 48.24 ⚪
2025-07-06 12:48:58.748350, QNT/USDT (05.07 20:00 | 17h) - RSI: 53.37 ⚪
2025-07-06 12:48:58.748354, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.47 ⚪
2025-07-06 12:48:58.748358, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 47.13 ⚪
2025-07-06 12:48:58.748362, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 48.43 ⚪
2025-07-06 12:48:58.748367, HYPE/USDT (06.07 05:00 | 8h) - RSI: 44.14 ⚪
2025-07-06 12:48:58.748370, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 39.32 ⚪
2025-07-06 12:48:58.748374, AAVE/USDT (06.07 09:00 | 4h) - RSI: 37.80 ⚪
2025-07-06 12:48:58.748378, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:48:58.748382, SEI/USDT (06.07 11:00 | 2h) - RSI: 55.17 ⚪
2025-07-06 12:49:48.699061, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.56 ⚪
2025-07-06 12:49:48.699113, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:49:48.699126, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.12 ⚪
2025-07-06 12:49:48.699134, CAKE/USDT (05.07 17:00 | 20h) - RSI: 49.35 ⚪
2025-07-06 12:49:48.699142, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 40.38 ⚪
2025-07-06 12:49:48.699165, SPX/USDT (05.07 18:00 | 19h) - RSI: 49.28 ⚪
2025-07-06 12:49:48.699178, QNT/USDT (05.07 20:00 | 17h) - RSI: 53.18 ⚪
2025-07-06 12:49:48.699187, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.60 ⚪
2025-07-06 12:49:48.699196, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 47.32 ⚪
2025-07-06 12:49:48.699204, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 47.92 ⚪
2025-07-06 12:49:48.699211, HYPE/USDT (06.07 05:00 | 8h) - RSI: 45.61 ⚪
2025-07-06 12:49:48.699218, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 39.07 ⚪
2025-07-06 12:49:48.699224, AAVE/USDT (06.07 09:00 | 4h) - RSI: 37.07 ⚪
2025-07-06 12:49:48.699232, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:49:48.699240, SEI/USDT (06.07 11:00 | 2h) - RSI: 54.95 ⚪
2025-07-06 12:50:52.289570, MKR/USDT (05.07 14:00 | 23h) - RSI: 41.05 ⚪
2025-07-06 12:50:52.289620, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:50:52.289630, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.45 ⚪
2025-07-06 12:50:52.289636, CAKE/USDT (05.07 17:00 | 20h) - RSI: 50.00 ⚪
2025-07-06 12:50:52.289640, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 40.54 ⚪
2025-07-06 12:50:52.289644, SPX/USDT (05.07 18:00 | 19h) - RSI: 48.00 ⚪
2025-07-06 12:50:52.289648, QNT/USDT (05.07 20:00 | 17h) - RSI: 53.66 ⚪
2025-07-06 12:50:52.289652, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.21 ⚪
2025-07-06 12:50:52.289656, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 47.08 ⚪
2025-07-06 12:50:52.289660, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 47.65 ⚪
2025-07-06 12:50:52.289664, HYPE/USDT (06.07 05:00 | 8h) - RSI: 45.13 ⚪
2025-07-06 12:50:52.289668, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 38.40 ⚪
2025-07-06 12:50:52.289672, AAVE/USDT (06.07 09:00 | 4h) - RSI: 37.07 ⚪
2025-07-06 12:50:52.289676, JST/USDT (06.07 09:00 | 4h) - RSI: 60.98 ⚪
2025-07-06 12:50:52.289684, SEI/USDT (06.07 11:00 | 2h) - RSI: 54.73 ⚪
2025-07-06 12:51:52.768936, MKR/USDT (05.07 14:00 | 23h) - RSI: 41.05 ⚪
2025-07-06 12:51:52.768991, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:51:52.769010, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 45.12 ⚪
2025-07-06 12:51:52.769021, CAKE/USDT (05.07 17:00 | 20h) - RSI: 48.68 ⚪
2025-07-06 12:51:52.769029, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 39.16 ⚪
2025-07-06 12:51:52.769039, SPX/USDT (05.07 18:00 | 19h) - RSI: 45.58 ⚪
2025-07-06 12:51:52.769048, QNT/USDT (05.07 20:00 | 17h) - RSI: 52.50 ⚪
2025-07-06 12:51:52.769058, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.60 ⚪
2025-07-06 12:51:52.769067, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 46.80 ⚪
2025-07-06 12:51:52.769076, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 47.65 ⚪
2025-07-06 12:51:52.769083, HYPE/USDT (06.07 05:00 | 8h) - RSI: 45.13 ⚪
2025-07-06 12:51:52.769093, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 38.56 ⚪
2025-07-06 12:51:52.769102, AAVE/USDT (06.07 09:00 | 4h) - RSI: 36.98 ⚪
2025-07-06 12:51:52.769111, SEI/USDT (06.07 11:00 | 2h) - RSI: 54.73 ⚪
2025-07-06 12:52:52.463413, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.87 ⚪
2025-07-06 12:52:52.463460, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:52:52.463468, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 44.10 ⚪
2025-07-06 12:52:52.463474, CAKE/USDT (05.07 17:00 | 20h) - RSI: 48.00 ⚪
2025-07-06 12:52:52.463478, FARTCOIN/USDT (05.07 17:00 | 20h) - RSI: 37.89 ⚪
2025-07-06 12:52:52.463482, SPX/USDT (05.07 18:00 | 19h) - RSI: 46.48 ⚪
2025-07-06 12:52:52.463486, QNT/USDT (05.07 20:00 | 17h) - RSI: 52.20 ⚪
2025-07-06 12:52:52.463490, SUN/USDT (05.07 20:00 | 17h) - RSI: 54.47 ⚪
2025-07-06 12:52:52.463498, JELLYJELLY/USDT (05.07 20:00 | 17h) - RSI: 44.82 ⚪
2025-07-06 12:52:52.463508, CHEEMS/USDT (06.07 02:00 | 11h) - RSI: 46.82 ⚪
2025-07-06 12:52:52.463514, HYPE/USDT (06.07 05:00 | 8h) - RSI: 43.12 ⚪
2025-07-06 12:52:52.463518, SYRUP/USDT (06.07 07:00 | 6h) - RSI: 38.33 ⚪
2025-07-06 12:52:52.463522, AAVE/USDT (06.07 09:00 | 4h) - RSI: 36.65 ⚪
2025-07-06 12:52:52.463527, SEI/USDT (06.07 11:00 | 2h) - RSI: 53.33 ⚪
2025-07-06 12:53:37.931732, MKR/USDT (05.07 14:00 | 23h) - RSI: 40.87 ⚪
2025-07-06 12:53:37.931779, NEIROETH/USDT (05.07 15:00 | 22h) - RSI: 54.50 ⚪
2025-07-06 12:53:37.931790, PENDLE/USDT (05.07 16:00 | 21h) - RSI: 43.75 ⚪
2025-07-06 12:53:37.931798, CAKE/USDT (05.07 17:00 | 20h) - RSI: 48.68 ⚪
